0,37,200
1,21,170
2,35,238
3,132,215
4,243,104
5,156,111
6,47,47
7,46,234
8,109,102
9,249,145
10,51,149
11,30,13
12,67,20
13,220,211
14,199,4
15,114,200
16,146,164
17,32,146
18,218,36
19,178,154
20,31,31
21,118,2
22,117,211
23,164,79
24,47,225
25,52,233
26,134,190
27,122,53
28,72,252
29,226,110
30,190,35
31,220,75
32,8,180
33,97,50
34,183,224
35,21,9
36,214,215
37,228,32
38,226,18
39,161,191
40,102,189
41,252,109
42,14,170
43,0,113
44,223,67
45,35,36
46,17,163
47,109,50
48,7,38
49,32,52
50,178,161
51,124,93
52,4,204
53,128,99
54,243,41
55,97,188
56,9,175
57,40,182
58,213,197
59,158,165
60,231,62
61,193,204
62,232,212
63,129,63
64,126,79
65,66,140
66,86,30
67,169,206
68,232,244
69,118,219
70,156,147
71,52,114
72,184,195
73,172,145
74,200,33
75,237,27
76,184,135
77,46,222
78,235,228
79,237,168
80,95,141
81,58,56
82,110,140
83,199,213
84,162,160
85,94,148
86,26,54
87,48,131
88,232,77
89,64,36
90,219,154
91,134,53
92,145,201
93,145,244
94,232,247
95,91,232
96,5,104
97,8,233
98,81,182
99,69,98
100,48,138
101,198,60
102,9,129
103,229,252
104,28,102
105,91,67
106,22,5
107,4,85
108,187,42
109,21,164
110,246,112
111,250,241
112,228,136
113,213,38
114,70,110
115,149,165
116,80,207
117,243,74
118,57,17
119,162,231
120,173,113
121,9,122
122,245,0
123,32,144
124,215,240
125,189,41
126,151,3
127,235,62
128,3,236
129,161,92
130,136,216
131,82,192
132,218,72
133,90,69
134,187,60
135,175,254
136,155,38
137,17,67
138,176,223
139,126,153
140,217,187
141,31,88
142,83,242
143,246,74
144,202,234
145,127,93
146,104,17
147,72,20
148,253,217
149,72,148
150,173,44
151,23,253
152,240,173
153,242,244
154,214,37
155,150,120
156,46,251
157,160,109
158,84,7
159,4,224
160,150,128
161,243,210
162,8,172
163,230,120
164,240,31
165,69,94
166,64,219
167,118,28
168,44,57
169,51,211
170,204,36
171,70,118
172,147,254
173,150,38
174,127,206
175,221,214
176,160,97
177,218,35
178,59,132
179,140,2
180,140,9
181,169,254
182,133,155
183,72,33
184,66,182
185,142,231
186,164,46
187,136,210
188,21,55
189,242,172
190,132,124
191,172,162
192,171,89
193,108,66
194,246,113
195,76,197
196,85,226
197,230,136
198,104,142
199,62,156
200,155,245
201,102,241
202,211,225
203,206,180
204,193,29
205,203,210
206,114,25
207,198,79
208,2,110
209,211,250
210,233,77
211,125,27
212,110,53
213,4,225
214,119,150
215,27,188
216,174,237
217,27,31
218,69,10
219,129,229
220,128,70
221,114,34
222,72,92
223,56,91
224,71,84
225,212,30
226,176,216
227,201,229
228,253,41
229,220,223
230,215,69
231,147,73
232,162,120
233,175,226
234,80,167
235,39,191
236,158,23
237,103,62
238,251,198
239,157,238
240,135,160
241,18,50
242,33,239
243,12,83
244,119,189
245,126,6
246,7,61
247,175,62
248,122,39
249,65,134
250,251,120
251,174,232
252,130,176
253,211,11
254,132,115
255,176,245
256,32,78
257,99,7
258,55,163
259,167,172
260,99,112
261,75,77
