0,164,211,14,57
1,84,255,241,35
2,85,125,226,5
3,230,15,57,43
4,250,160,153,185
5,0,114,28,237
6,238,3,58,64
7,154,242,237,111
8,102,119,139,151
9,90,171,177,55
10,170,100,5,112
11,17,85,211,26
12,111,237,75,138
13,239,8,19,175
14,252,173,181,151
15,69,21,234,4
16,109,232,1,171
17,141,224,52,163
18,119,123,67,88
19,173,218,156,89
20,247,193,156,110
21,128,56,167,99
22,250,44,243,4
23,100,51,180,102
24,56,58,72,203
25,219,56,110,114
26,136,29,162,255
27,75,168,145,171
28,149,79,216,14
29,150,111,190,123
30,226,26,174,34
31,147,6,94,69
32,72,21,191,240
33,99,55,57,69
34,31,86,197,204
35,54,65,122,9
36,208,60,149,233
37,122,209,87,32
38,192,151,34,182
39,46,181,102,245
40,102,223,72,218
41,208,250,3,139
42,19,119,18,213
43,149,161,215,190
44,204,180,105,130
45,106,29,156,246
46,229,210,186,199
47,239,29,205,166
48,40,216,77,97
49,192,105,224,250
50,192,204,127,165
51,55,240,197,225
52,209,177,221,242
53,115,88,131,90
54,66,4,149,54
55,140,2,105,50
56,39,181,76,102
57,179,129,95,175
58,88,230,123,204
59,139,83,86,145
60,225,5,39,81
61,30,194,139,141
62,79,45,125,96
63,174,170,223,243
64,127,49,93,221
65,11,20,199,132
66,21,254,131,167
67,72,113,218,144
68,184,149,49,138
69,99,150,9,82
70,29,59,185,51
71,229,103,226,57
72,8,24,78,130
73,155,164,25,24
74,190,242,221,235
75,65,30,165,165
76,217,82,89,11
77,107,15,135,124
78,253,1,71,80
79,255,124,27,191
80,199,76,183,167
81,64,186,111,255
82,23,91,239,120
83,229,163,197,86
84,15,106,123,214
85,164,60,196,235
86,73,136,0,166
87,78,250,78,196
88,35,60,149,168
89,5,76,50,175
90,157,61,202,227
91,240,70,45,109
92,237,46,197,118
93,154,19,185,128
94,195,61,25,18
95,96,255,43,35
96,80,98,239,129
97,88,170,156,153
98,49,206,71,74
99,193,98,215,210
100,206,54,199,81
101,38,90,65,123
102,30,118,140,131
103,158,217,95,8
104,130,42,252,254
105,206,118,26,240
106,18,214,93,223
107,227,190,86,52
108,203,60,80,220
109,95,206,203,204
110,19,201,236,20
111,91,160,80,180
112,78,224,79,19
113,234,35,251,161
114,184,41,11,192
115,68,125,104,8
116,54,49,138,52
117,225,24,171,219
118,159,204,17,181
119,206,168,22,205
120,213,9,137,209
121,123,127,244,7
122,19,188,115,132
123,151,61,238,76
124,14,8,223,148
125,224,12,121,55
126,222,157,57,202
127,125,106,34,195
128,38,198,12,127
129,6,195,2,190
130,155,207,144,19
131,95,228,232,175
132,238,190,30,44
133,130,174,7,189
134,250,205,0,81
135,144,80,32,200
136,91,159,56,82
137,181,174,22,56
138,200,180,30,56
139,46,137,216,116
140,255,25,112,217
141,15,127,106,176
142,191,32,195,6
143,147,233,137,210
144,251,83,174,69
145,94,43,25,120
146,94,168,22,121
147,141,24,39,185
148,96,158,129,67
149,98,155,160,61
150,77,171,236,11
151,38,6,110,56
152,15,25,13,151
153,14,250,206,129
154,29,79,96,171
155,18,10,246,131
156,145,70,128,209
157,54,19,63,244
158,93,196,153,141
159,27,71,248,83
160,124,226,196,98
161,164,233,247,247
162,75,67,30,204
163,33,220,228,30
164,87,101,84,14
165,178,31,193,177
166,175,79,52,239
167,125,133,21,189
168,22,11,94,218
169,254,16,101,117
170,152,57,34,155
171,224,156,82,84
172,159,76,166,223
173,204,139,230,121
174,13,228,98,241
175,7,176,233,156
176,241,17,213,171
177,41,158,72,8
178,233,73,5,112
179,207,40,146,232
180,221,41,30,33
181,240,245,162,190
182,114,76,230,88
183,136,144,101,118
184,110,183,106,244
185,41,161,101,105
186,112,196,104,218
187,148,154,143,239
188,104,156,117,45
189,128,84,46,165
