0,75,174,71,187,0,143,201,191,195,130,189,64,219,74,91,205
1,58,186,145,119,45,192,151,105,241,203,245,37,248,201,183,93
2,162,204,165,138,204,51,144,42,47,86,19,142,246,116,11,100
3,202,198,145,204,46,94,123,52,232,13,80,221,123,2,78,188
4,130,216,90,61,68,104,56,82,177,156,36,8,76,82,138,64
5,222,143,55,72,114,158,183,40,93,68,93,148,40,66,34,54
6,148,195,74,169,151,248,46,23,89,130,60,251,126,237,47,231
7,195,171,251,92,44,186,81,155,18,92,238,154,230,246,197,189
8,12,112,96,88,115,103,113,24,158,109,213,115,165,197,68,143
9,93,246,105,3,25,132,205,95,2,228,125,95,147,193,8,10
10,217,196,153,151,216,232,139,125,173,30,58,131,37,245,16,76
11,161,55,153,233,226,153,10,130,21,146,187,28,133,174,126,33
12,143,115,248,81,50,109,137,91,148,46,35,248,237,4,250,132
13,10,187,194,154,10,237,99,243,226,103,96,47,174,76,93,74
14,139,21,224,60,55,70,84,48,204,130,217,248,160,245,58,24
15,136,127,106,73,229,35,119,127,21,0,185,164,228,72,30,14
16,202,0,66,208,25,218,9,5,145,17,84,24,39,7,155,203
17,105,95,192,154,28,64,30,175,231,132,127,103,223,245,127,173
18,254,99,54,136,116,246,187,168,152,156,221,76,43,168,206,111
19,183,193,145,250,45,49,30,0,45,186,101,169,80,76,77,150
20,94,48,112,246,142,38,35,129,164,199,180,89,248,32,206,65
21,147,79,94,13,133,170,254,251,141,200,237,236,175,226,126,83
22,171,63,27,33,94,181,202,139,105,21,49,37,74,113,216,10
23,11,49,24,156,150,210,155,165,57,13,253,67,40,83,34,123
24,237,61,146,173,217,174,29,225,79,74,237,125,130,237,110,129
25,222,76,245,156,125,74,227,210,210,171,182,53,55,157,161,29
26,108,223,116,87,13,134,244,112,140,183,99,192,199,252,240,92
27,200,8,239,185,175,11,67,209,224,49,9,214,108,247,204,40
28,99,218,167,55,128,202,10,66,26,226,156,254,137,155,68,177
29,189,29,89,241,43,145,76,247,95,232,142,139,211,155,59,79
30,234,30,174,83,90,108,232,230,255,25,86,2,245,18,15,2
31,156,217,36,193,191,224,2,132,232,71,31,247,143,253,128,240
32,150,215,233,0,219,33,187,117,119,108,43,196,207,91,255,146
33,231,127,55,86,201,225,95,105,245,17,176,154,17,8,171,107
34,88,184,51,139,150,87,162,182,110,130,61,212,48,189,168,113
35,225,24,107,81,13,143,133,106,186,141,234,152,133,189,157,137
36,17,255,93,179,243,59,236,223,220,227,225,32,184,34,112,200
37,186,84,178,151,12,121,36,26,26,109,7,53,224,213,172,76
38,97,205,21,113,130,90,192,110,111,19,204,189,156,157,10,225
39,35,238,210,174,106,27,147,55,50,212,111,113,23,209,27,205
40,44,54,160,135,145,83,191,164,28,39,62,5,40,163,7,109
41,226,18,70,38,211,143,15,226,3,7,149,97,3,1,221,137
42,94,158,0,100,138,31,17,31,252,44,178,187,36,132,242,128
43,227,73,198,140,247,11,184,54,172,58,150,168,109,255,51,180
44,96,217,244,208,159,111,103,8,9,2,140,130,164,137,134,217
45,56,112,226,118,4,187,185,184,197,13,24,162,192,35,142,10
46,206,141,98,229,58,155,105,104,50,19,77,91,191,85,105,214
47,157,40,79,11,48,110,33,37,79,33,236,189,230,100,76,148
48,221,95,147,213,187,173,29,20,74,115,188,122,178,242,3,179
49,235,89,71,165,193,150,236,34,189,97,240,126,208,55,196,240
50,5,92,224,2,249,251,180,185,77,224,162,21,234,26,222,123
51,12,45,144,250,49,31,193,67,152,99,175,176,34,222,33,153
52,90,53,55,220,18,218,83,128,127,49,118,157,121,45,30,62
53,226,26,166,84,198,156,222,240,60,117,72,73,142,171,141,167
54,35,174,1,14,255,226,69,216,227,158,147,225,110,100,128,0
55,172,106,129,87,66,70,180,170,41,206,15,109,84,188,48,138
56,44,225,237,125,117,71,36,211,147,118,113,163,161,179,122,228
57,96,207,128,208,21,83,183,44,118,96,120,47,107,167,127,76
58,73,193,26,140,142,209,109,167,97,182,84,21,93,227,217,26
59,128,115,242,20,155,32,222,229,212,215,183,113,213,162,94,193
60,155,94,33,53,182,215,9,202,98,4,11,197,119,97,125,3
61,233,22,195,110,225,175,83,83,174,52,174,124,155,153,140,68
62,10,116,129,103,106,226,73,41,199,148,34,121,82,65,165,22
63,24,170,198,20,113,253,210,191,229,147,145,187,240,187,234,103
64,117,188,237,54,59,86,202,255,145,109,31,116,70,247,69,255
65,105,250,39,47,177,174,64,201,160,151,212,41,4,1,7,32
66,35,129,249,91,148,185,214,199,164,146,57,167,244,66,242,128
67,210,209,117,109,58,135,238,96,180,241,209,236,246,32,142,247
68,226,0,167,119,218,12,174,204,169,153,23,84,254,208,226,137
69,146,40,209,160,203,68,8,141,46,155,183,157,116,124,239,177
70,108,2,93,174,62,182,69,214,82,27,11,156,178,24,117,19
71,95,216,196,235,55,66,195,159,106,43,53,183,138,134,240,246
72,120,69,176,7,240,141,241,114,116,145,75,118,16,225,214,50
73,133,87,42,251,223,121,172,49,78,212,105,191,12,18,122,112
74,15,39,151,29,5,105,137,90,117,20,181,153,200,5,39,231
75,136,237,201,208,61,82,181,147,20,132,143,136,54,38,73,242
