0,188,34,109,169,2,160,153,82,124,200,251,175,6,101,187,162
1,98,28,101,249,213,13,111,169,80,251,39,84,46,46,152,62
2,57,36,149,192,120,231,117,76,44,153,49,189,21,152,145,28
3,216,99,166,143,81,38,254,38,62,217,34,3,153,31,103,210
4,204,107,31,14,27,164,210,26,211,147,8,50,148,31,14,50
5,207,183,97,218,121,176,58,145,196,58,69,22,53,134,153,84
6,12,96,153,201,147,163,39,202,49,117,3,103,86,89,68,167
7,104,33,193,239,221,34,178,19,153,88,7,112,55,100,159,134
8,187,92,168,30,69,166,159,213,208,6,249,223,94,21,7,19
9,3,74,128,149,69,63,192,43,156,200,228,153,119,14,142,248
10,1,120,231,44,92,138,21,251,125,228,183,128,228,114,127,246
11,68,209,10,78,207,39,112,148,23,142,36,249,94,59,169,37
12,189,176,132,108,16,151,94,148,100,143,166,156,145,196,59,145
13,80,223,145,49,101,139,13,211,231,80,97,234,4,64,195,80
14,201,182,78,182,145,5,184,51,126,78,82,230,160,127,1,36
15,162,210,48,243,160,113,29,166,30,161,14,75,65,254,110,109
16,126,78,86,34,211,153,231,229,76,3,39,93,51,69,244,254
17,143,28,35,247,198,217,226,141,23,207,72,247,242,10,128,243
18,45,188,105,255,136,238,166,185,172,191,147,144,155,187,163,205
19,160,178,235,58,197,23,175,169,78,187,34,182,111,16,197,175
20,162,40,54,242,143,169,21,114,118,66,81,73,155,141,118,105
21,127,79,70,142,195,242,208,152,75,200,38,41,190,50,76,210
22,122,143,197,132,223,167,9,201,149,114,174,100,237,151,179,154
23,76,187,57,215,200,38,47,5,13,205,109,169,194,70,0,250
24,242,61,174,236,247,251,188,220,220,58,252,104,237,177,180,186
25,93,100,2,1,229,96,92,189,79,128,155,113,232,126,160,197
26,70,254,17,128,209,90,12,155,128,164,34,115,12,177,54,64
27,201,116,98,242,162,134,215,142,200,26,251,59,154,250,71,169
28,172,116,167,238,234,29,29,71,71,248,161,95,30,98,228,89
29,148,185,62,167,96,84,167,240,158,96,221,39,69,73,65,159
30,181,142,226,38,96,66,36,97,138,12,231,138,188,211,207,105
31,212,194,209,147,252,5,54,95,131,220,130,94,101,28,22,74
32,128,132,126,48,166,234,231,104,71,129,4,57,158,68,39,56
33,214,95,45,248,153,121,252,96,72,124,114,41,13,227,80,202
34,88,225,144,225,240,186,194,226,164,61,96,85,146,77,126,186
35,125,76,206,46,50,9,208,113,230,62,27,78,139,25,224,227
36,68,66,49,96,165,164,143,7,2,37,42,88,46,230,252,206
37,128,251,146,100,53,246,230,175,6,190,111,202,75,186,44,109
38,8,201,128,13,63,134,208,137,80,81,17,87,43,99,254,14
39,238,12,82,132,116,149,211,114,226,198,253,43,175,1,178,183
40,30,16,63,190,186,86,63,108,155,223,140,239,63,216,239,189
41,6,166,121,142,111,218,42,113,150,228,136,28,172,87,181,50
42,117,109,128,93,225,99,88,137,217,189,100,188,97,26,189,98
43,81,226,236,197,188,209,144,137,16,51,36,216,54,57,74,83
44,31,182,125,69,205,153,97,19,69,225,82,39,15,160,63,245
45,167,16,160,37,220,198,223,120,142,66,221,231,144,206,14,115
46,209,187,59,216,7,138,34,242,159,244,41,226,7,96,198,93
47,13,242,215,31,187,236,8,32,152,119,24,20,12,191,239,142
48,152,227,175,255,140,118,91,189,246,237,209,160,12,6,166,216
49,250,50,196,201,30,120,74,114,201,206,117,79,162,204,191,50
