0,46,6,175,2
1,255,145,121,118
2,169,237,94,159
3,48,108,55,147
4,13,52,140,223
5,80,121,164,116
6,100,198,52,139
7,127,217,200,19
8,98,7,245,40
9,97,44,224,47
10,150,183,28,26
11,231,64,146,173
12,214,181,207,109
13,249,206,77,94
14,139,131,255,198
15,212,53,138,203
16,208,23,78,197
17,97,113,15,95
18,99,3,174,80
19,149,188,118,17
20,25,189,56,214
21,245,219,153,102
22,29,206,67,139
23,165,150,170,21
24,177,183,145,21
25,30,205,78,70
26,25,155,16,216
27,100,90,51,126
28,115,24,126,100
29,234,58,53,217
30,203,75,249,0
31,164,126,99,58
32,75,181,101,115
33,163,46,227,56
34,142,125,99,138
35,121,147,238,163
36,61,173,123,161
37,20,79,236,79
38,225,11,5,221
39,43,90,8,173
40,111,180,76,55
41,97,52,88,126
42,114,229,93,172
43,63,129,51,120
44,230,50,5,65
45,160,9,10,76
46,191,19,128,133
47,245,18,184,240
48,205,175,102,87
49,145,45,15,94
50,69,239,143,143
51,174,253,237,68
52,87,29,193,28
53,44,193,62,63
54,114,191,23,189
55,23,68,194,100
56,152,247,105,79
57,234,102,160,168
58,202,93,3,10
59,21,157,74,216
60,245,78,102,163
61,227,148,142,77
62,16,132,10,137
63,190,175,37,143
64,247,46,94,203
65,70,65,124,100
66,88,245,176,85
67,234,37,6,133
68,168,255,4,95
69,187,215,209,115
70,57,143,61,176
71,37,75,195,92
72,202,198,135,150
73,161,155,92,12
74,176,0,80,215
75,13,232,158,66
76,126,107,187,243
77,90,17,47,133
78,77,191,231,101
79,88,139,186,203
80,67,112,12,85
81,249,255,250,228
82,185,95,5,73
83,31,139,239,137
84,83,176,111,37
85,20,10,49,118
86,207,124,83,149
87,42,80,104,153
88,201,22,216,122
89,142,41,144,220
90,172,199,92,202
91,73,197,191,102
92,22,114,247,109
93,143,90,209,123
94,133,241,71,85
95,253,2,144,90
96,178,198,52,10
97,10,79,159,148
98,54,143,44,86
99,15,125,165,65
100,21,189,63,132
101,134,17,27,133
102,184,25,115,255
103,187,97,54,141
104,77,36,151,158
105,0,189,132,232
106,10,168,197,23
107,159,221,235,212
108,224,156,234,121
109,44,230,211,141
110,50,47,138,105
111,151,121,150,29
112,184,209,51,44
113,85,60,85,154
114,98,36,2,47
115,35,210,201,227
116,62,247,233,213
117,180,120,165,53
118,105,252,102,203
119,20,72,203,226
120,12,85,184,25
121,0,198,129,143
122,244,227,172,83
123,146,118,144,25
124,172,36,137,50
125,118,19,93,60
126,87,129,205,194
127,192,142,162,139
128,94,1,210,7
129,185,7,189,29
130,209,219,186,215
131,131,229,64,170
132,241,190,127,233
133,55,139,168,81
134,138,122,78,250
135,62,78,12,135
136,3,83,224,245
137,250,42,193,245
138,192,125,238,157
139,131,10,4,29
140,73,50,108,56
141,16,161,227,171
142,225,65,179,4
143,8,122,194,92
144,181,80,94,19
145,238,118,64,27
146,130,182,62,101
147,104,202,23,209
148,149,142,85,117
149,123,113,103,4
150,120,148,147,196
151,117,73,146,249
152,255,103,150,239
153,179,53,177,119
154,133,14,166,5
155,42,38,145,185
156,39,9,154,193
157,248,116,239,98
158,77,171,115,17
159,128,192,205,119
160,124,64,249,83
161,141,104,103,123
162,149,99,198,11
163,183,201,160,201
164,152,204,227,194
165,220,140,118,54
166,8,53,14,242
167,208,227,100,209
168,107,27,188,119
169,110,204,98,90
170,235,194,227,53
171,77,126,169,152
172,48,117,134,229
173,192,154,43,82
174,134,177,36,1
175,126,21,47,23
176,12,25,46,241
177,99,165,120,93
178,62,222,186,97
179,212,25,209,187
180,101,213,233,157
181,7,35,229,51
182,134,160,119,117
183,34,36,219,140
184,88,20,62,236
185,98,222,66,194
186,60,161,172,83
187,181,72,112,80
188,223,117,88,48
189,20,134,166,27
190,13,22,75,84
191,159,134,255,64
192,128,101,199,34
193,251,239,77,181
194,245,90,201,233
195,186,214,234,64
196,157,73,215,131
197,149,57,166,140
198,253,41,17,62
199,41,60,221,154
