0,744,971,630,791,652,193,856,200
1,112,833,646,66,203,913,514,1022
2,747,144,256,748,666,896,544,869
3,473,323,360,110,765,486,217,246
4,108,813,123,870,389,71,653,219
5,575,106,15,782,224,403,471,940
6,433,519,497,752,568,1022,1021,819
7,762,663,442,553,171,836,576,169
8,809,994,840,1018,1004,335,836,630
9,594,604,627,66,678,230,693,858
10,135,510,105,549,315,917,822,331
11,414,780,53,355,850,221,989,866
12,73,359,564,956,726,372,704,989
13,437,821,384,826,308,433,356,405
14,942,802,707,84,12,503,631,792
15,41,943,393,936,238,942,464,328
16,545,1008,966,600,112,76,124,871
17,225,634,798,524,896,739,625,882
18,24,343,122,613,733,744,665,742
19,130,420,97,156,867,253,996,580
20,628,681,501,63,804,49,897,59
21,325,862,650,43,598,872,134,189
22,93,442,359,567,157,890,272,23
23,152,384,460,424,650,819,830,734
24,674,1021,233,218,231,615,630,121
25,319,937,638,428,771,299,509,8
26,159,436,138,430,794,919,552,457
27,583,50,439,873,1003,400,93,531
28,948,502,575,237,168,145,130,730
29,116,297,112,338,153,1015,959,195
30,835,808,75,751,575,486,255,495
31,159,898,357,717,534,173,850,538
32,77,181,725,821,991,380,228,457
33,645,957,711,833,477,549,863,308
34,155,940,584,984,122,1017,840,740
35,149,37,491,991,417,474,69,545
36,647,245,280,307,586,828,856,487
37,566,497,30,616,470,285,643,628
38,874,223,167,676,580,218,713,359
39,788,867,178,84,456,838,569,764
40,933,170,468,557,451,158,830,522
41,750,559,387,676,255,945,389,85
42,85,974,746,461,721,999,684,282
43,624,592,1017,957,694,774,533,204
44,950,943,395,619,64,1012,897,686
45,668,644,450,400,294,67,867,834
46,560,365,65,280,989,512,643,356
47,321,160,352,888,879,743,1009,912
48,794,652,77,151,506,296,328,728
49,522,248,940,12,480,205,238,524
50,309,547,364,474,676,782,288,215
51,163,261,118,79,348,791,170,184
52,995,330,539,870,431,302,874,113
53,387,639,360,636,941,682,313,439
54,795,626,26,110,1018,473,291,252
55,978,296,839,978,892,420,433,927
56,292,102,448,354,272,199,160,528
57,1009,626,708,434,955,71,341,301
58,531,678,456,231,392,55,340,160
59,821,820,754,857,831,206,299,770
60,539,457,63,243,846,148,641,60
61,585,172,142,661,593,664,330,750
62,167,931,48,235,556,395,705,651
63,196,757,577,710,251,554,77,358
64,842,992,698,665,974,135,834,33
65,370,47,750,631,469,106,86,691
66,131,707,302,199,898,408,670,687
67,984,138,72,244,526,158,505,628
68,870,197,220,859,770,153,53,440
69,123,97,194,543,130,390,628,258
70,537,708,51,445,647,428,487,970
71,603,683,260,992,667,811,935,842
72,570,887,467,361,865,227,787,867
73,325,733,518,393,698,937,284,696
74,814,980,827,887,362,541,202,897
75,349,647,511,635,246,659,654,956
76,859,302,444,240,135,769,4,258
77,391,983,823,603,1018,844,341,647
78,589,165,320,705,127,532,980,739
79,783,818,251,574,170,971,786,654
80,726,187,421,808,632,719,621,111
81,570,795,958,777,125,586,259,617
82,283,671,57,869,77,954,224,368
83,32,676,669,616,808,325,112,671
84,429,517,7,397,777,116,643,384
85,877,911,352,177,376,588,376,768
86,909,800,151,839,718,678,459,132
87,639,598,799,756,24,270,701,776
88,71,910,966,854,871,455,417,877
89,623,861,689,428,511,280,331,760
90,518,977,78,179,457,691,750,326
91,894,361,772,321,852,448,276,47
92,189,27,955,794,970,260,868,437
93,113,678,650,720,651,165,886,79
94,90,20,855,471,82,283,855,761
95,863,613,465,113,633,69,541,979
96,782,607,189,679,838,728,391,624
97,889,712,642,358,297,271,437,408
98,942,380,959,894,371,493,206,978
99,65,654,202,887,47,115,199,513
100,304,204,43,788,450,447,134,24
101,970,60,625,983,73,601,39,305
102,324,357,821,245,495,981,406,569
103,623,200,945,737,771,633,852,265
104,275,873,258,770,531,181,772,199
105,925,265,752,778,561,5,55,107
106,38,405,32,805,822,56,501,126
107,24,533,398,77,499,798,667,607
108,632,448,368,273,573,828,502,229
109,852,455,223,632,791,126,199,171
110,951,503,54,231,367,423,898,261
111,614,418,887,408,146,217,924,627
112,696,747,752,140,980,186,914,850
113,1020,826,1011,241,986,602,415,121
114,295,365,661,647,692,670,53,227
115,511,618,857,446,222,956,332,384
116,106,419,742,580,642,292,766,248
117,578,633,576,28,871,363,32,646
118,461,940,872,636,357,676,826,756
119,228,110,207,369,169,554,174,836
120,235,622,450,936,693,257,714,475
121,966,441,721,161,183,423,828,167
122,97,566,774,337,936,944,395,350
123,952,894,496,353,182,115,299,957
124,463,484,677,516,622,707,41,410
125,206,919,316,269,891,483,177,193
126,800,608,668,716,523,493,74,910
127,103,410,557,56,879,304,813,712
128,50,250,395,1,558,876,238,356
129,105,777,60,364,359,101,393,427
130,204,629,88,572,837,975,742,677
131,56,740,302,589,326,129,773,195
132,1010,370,506,847,23,146,592,351
133,233,471,337,402,546,836,987,517
134,666,997,283,3,805,123,759,605
135,825,295,941,266,181,27,525,538
136,196,84,49,137,798,432,625,900
137,711,940,869,28,987,673,982,768
138,248,138,426,596,666,641,1009,94
139,793,241,98,1,996,550,17,971
140,821,123,735,846,112,713,676,500
141,1005,959,622,31,638,690,519,284
142,325,260,357,801,740,239,133,6
143,863,579,741,447,500,247,766,734
144,912,831,864,132,241,615,128,694
145,352,771,539,915,916,932,239,220
146,607,549,136,320,495,181,986,176
147,266,723,673,582,494,404,721,206
148,159,294,630,222,229,229,944,759
149,335,256,390,111,193,328,975,358
150,543,885,997,706,451,93,127,91
151,911,998,961,330,336,791,978,751
152,88,183,908,393,957,790,651,944
153,905,296,480,628,742,161,199,803
154,437,199,42,641,297,23,799,219
155,321,437,37,532,75,219,260,698
156,108,338,125,275,513,569,875,459
157,591,725,559,947,1007,317,42,75
158,743,226,683,736,872,27,771,367
159,284,626,605,803,406,387,235,282
160,187,44,992,647,871,835,206,952
161,408,460,515,452,313,100,801,353
162,58,831,426,958,299,858,593,718
