0,47,4,6,151,15,153,214,6
1,232,198,167,188,126,12,130,193
2,78,41,190,133,91,133,64,255
3,77,16,13,179,33,142,189,9
4,38,26,160,226,129,85,20,196
5,34,65,203,22,32,113,235,191
6,32,48,253,37,58,122,253,181
7,87,36,6,154,67,145,213,34
8,54,14,8,145,109,147,227,2
9,47,73,47,145,91,180,228,40
10,14,35,220,51,103,73,238,170
11,74,30,185,126,138,134,40,230
12,50,68,230,1,90,74,239,129
13,43,27,251,15,71,137,215,140
14,28,17,179,183,151,195,18,251
15,54,21,247,31,93,87,222,198
16,37,45,235,23,46,79,194,181
17,211,208,116,169,102,11,156,173
18,49,65,255,7,79,73,150,153
19,76,12,138,132,150,69,30,217
20,249,197,159,145,114,9,117,190
21,6,34,255,17,60,127,216,165
22,55,60,22,139,29,177,241,22
23,226,180,204,153,107,14,128,161
24,76,7,75,149,67,158,226,28
25,226,195,186,119,129,5,144,156
26,212,183,116,147,127,47,134,195
27,209,232,138,180,100,3,146,184
28,33,66,235,23,88,74,244,152
29,58,60,174,173,154,118,70,245
30,46,33,144,189,117,98,24,227
31,34,31,75,193,78,82,192,18
32,109,5,143,137,133,108,40,218
33,218,177,152,158,117,17,161,218
34,37,10,150,152,140,138,13,245
35,79,52,131,165,120,154,24,243
36,237,191,137,160,77,68,156,178
37,36,64,219,9,89,128,196,139
38,66,36,46,168,29,173,202,1
39,211,210,178,134,96,9,155,151
40,111,9,180,151,185,143,21,236
41,81,19,70,147,53,150,231,14
42,222,209,213,106,118,14,120,171
43,13,54,188,13,56,92,221,145
44,12,77,227,51,71,84,229,166
45,230,216,120,143,99,44,179,198
46,50,18,153,162,115,172,46,191
47,105,45,145,149,134,87,73,186
48,51,41,246,8,59,107,216,197
49,93,22,19,156,129,208,182,35
