0,24,186,143,108
1,3,163,137,161
2,36,210,144,99
3,0,151,108,105
4,6,172,155,94
5,25,194,161,176
6,18,195,158,156
7,7,203,110,101
8,38,220,134,121
9,59,192,107,163
10,41,223,114,119
11,33,191,129,134
12,9,189,106,129
13,32,142,127,130
14,23,188,145,85
15,1,155,159,142
16,35,167,140,163
17,46,167,139,149
18,22,167,189,126
19,32,183,130,114
20,64,197,152,128
21,0,167,151,55
22,45,177,131,160
23,11,136,141,132
24,1,114,149,63
25,9,157,160,130
26,9,151,128,121
27,6,194,141,143
28,3,149,153,129
29,27,219,158,122
30,24,218,162,94
31,7,179,178,121
32,29,172,151,46
33,32,138,134,102
34,11,191,153,119
35,22,163,163,118
36,25,192,169,92
37,16,187,105,86
38,35,162,138,105
39,7,182,143,108
40,1,221,144,107
41,24,206,157,135
42,19,194,155,78
43,21,249,131,131
44,38,166,129,151
45,8,192,91,132
46,0,175,159,127
47,36,191,172,110
48,26,205,131,130
49,59,210,148,129
50,10,191,154,90
51,9,176,154,96
52,16,185,149,109
53,20,131,136,116
54,19,209,163,109
55,16,201,183,142
56,11,173,136,124
57,26,169,157,146
58,31,181,142,137
59,25,174,151,90
60,18,190,79,130
61,13,147,128,121
62,5,182,100,92
63,46,201,140,105
64,36,200,144,109
65,7,161,133,118
66,36,177,139,106
67,21,177,162,125
68,4,214,133,101
69,40,188,160,119
70,10,165,131,167
71,30,135,137,140
72,13,209,128,165
73,25,191,136,147
74,11,198,144,108
75,25,179,133,138
76,15,159,140,143
77,20,218,156,137
78,29,185,145,101
79,9,185,137,116
80,9,145,112,131
81,31,162,123,125
82,12,179,183,114
83,15,215,141,150
84,29,180,131,113
85,27,213,133,93
86,37,225,109,66
87,8,187,166,100
88,29,191,149,153
89,30,172,91,123
90,13,214,143,93
91,14,203,132,98
92,9,172,125,113
93,15,129,135,147
94,46,197,143,149
95,14,220,123,121
96,24,186,108,124
97,10,254,128,164
98,20,197,129,75
99,29,150,180,186
100,3,197,125,101
101,49,212,156,121
102,11,172,176,92
103,29,192,157,134
104,34,216,152,99
105,5,206,179,125
106,9,218,138,171
107,34,213,108,200
108,42,208,135,116
109,7,203,166,151
110,26,212,133,144
111,27,202,93,103
112,36,197,128,113
113,38,173,147,104
114,21,196,155,109
115,23,159,140,90
116,51,194,164,122
117,16,195,118,119
118,19,193,168,111
119,20,188,166,139
120,8,183,133,58
121,58,174,123,148
122,16,185,138,160
123,33,187,127,91
124,16,175,142,146
125,32,164,160,89
126,39,216,153,116
127,14,223,118,57
128,30,210,191,130
129,26,193,162,120
130,18,195,154,98
131,10,183,111,140
132,7,176,217,122
133,29,213,178,107
134,29,200,101,121
135,9,176,154,105
136,12,195,113,139
137,31,189,100,94
138,10,146,151,136
139,7,193,111,136
140,63,146,147,148
141,18,202,140,81
142,36,191,118,163
143,0,149,121,141
144,45,173,138,127
145,14,162,160,131
