0,157,239,34,191
1,242,25,103,177
2,83,215,65,26
3,209,71,33,201
4,99,194,21,8
5,33,225,47,41
6,155,212,29,168
7,149,184,11,25
8,85,222,82,5
9,250,11,60,151
10,81,194,60,98
11,231,44,75,224
12,181,241,43,151
13,215,57,68,193
14,213,198,25,161
15,240,21,79,163
16,124,252,34,196
17,225,42,65,202
18,101,207,31,35
19,220,5,67,192
20,55,178,34,26
21,96,182,20,52
22,102,184,27,12
23,148,226,45,216
24,232,15,88,117
25,231,39,78,178
26,118,186,11,54
27,143,202,3,2
28,179,245,55,186
29,154,167,49,130
30,125,245,39,203
31,72,190,83,31
32,148,200,49,190
33,156,233,22,153
34,84,254,93,33
35,111,180,12,44
36,107,241,74,84
37,122,170,23,44
38,67,236,96,13
39,159,247,63,139
40,200,8,56,194
41,89,224,58,70
42,106,181,29,32
43,147,224,40,219
44,238,1,98,163
45,86,243,104,32
46,93,221,0,154
47,69,237,117,30
48,91,216,108,34
49,143,227,36,198
