0,194,62
1,192,87
2,174,193
3,3,35
4,126,130
5,239,215
6,217,119
7,245,88
8,184,46
9,169,210
10,247,189
11,126,0
12,149,135
13,97,123
14,118,37
15,123,115
16,34,201
17,119,177
18,199,6
19,66,90
20,150,41
21,46,88
22,13,108
23,250,154
24,53,98
25,69,223
26,238,27
27,227,204
28,2,101
29,10,233
30,88,217
31,33,248
32,87,210
33,63,66
34,104,122
35,48,128
36,176,151
37,248,37
38,243,162
39,179,35
40,127,136
41,54,181
42,24,210
43,227,232
44,125,214
45,205,75
46,32,18
47,144,163
48,47,221
49,239,238
50,114,110
51,79,133
52,120,91
53,113,199
54,191,160
55,33,165
56,206,240
57,197,250
58,170,116
59,143,81
60,129,168
61,141,137
62,22,203
63,10,4
64,164,116
65,98,88
66,2,193
67,36,145
68,185,170
69,160,113
70,48,40
71,255,41
72,217,38
73,177,233
74,73,81
75,41,30
76,55,4
77,153,162
78,255,68
79,33,89
80,23,229
81,73,51
82,180,142
83,105,120
84,219,64
85,128,233
86,146,61
87,72,105
88,205,162
89,244,187
90,147,3
91,19,42
92,63,149
93,194,129
94,244,58
95,12,5
96,40,141
97,13,100
98,150,47
99,212,75
100,21,114
101,49,229
102,147,38
103,129,244
104,47,77
105,220,38
106,157,147
107,142,47
108,117,28
109,206,130
110,75,85
111,247,2
112,187,38
113,51,128
114,74,36
115,250,144
116,235,232
117,219,97
118,97,240
119,47,144
120,22,71
121,227,118
122,214,189
123,225,191
124,66,248
125,227,55
126,22,88
127,206,215
128,145,180
129,212,20
130,212,81
131,204,165
132,103,135
133,174,100
134,162,228
135,17,107
136,76,133
137,216,172
138,234,207
139,73,167
140,223,20
141,74,210
142,174,140
143,250,152
144,9,107
145,141,79
146,169,32
147,38,189
148,151,11
149,153,188
150,181,135
151,136,137
152,203,178
153,203,71
154,15,163
155,75,52
156,40,193
157,40,209
158,207,227
159,159,107
160,130,49
161,138,121
162,92,251
163,1,13
164,197,201
165,31,53
166,205,141
167,196,246
168,36,230
169,66,15
170,61,59
171,225,221
172,102,8
173,157,90
174,198,101
175,207,11
176,219,38
177,15,189
178,134,162
179,181,153
180,249,28
181,217,184
182,83,76
183,35,72
184,57,165
185,63,131
186,229,122
187,250,210
188,157,218
189,198,202
190,51,75
191,53,218
192,146,187
193,9,209
194,97,226
195,219,36
196,54,11
197,36,239
198,29,48
199,71,216
200,231,171
201,133,83
202,137,115
203,210,245
204,221,183
205,48,0
206,216,97
207,190,241
208,15,212
209,51,231
210,143,39
211,65,199
212,251,140
213,112,207
214,254,164
215,108,73
216,5,7
217,171,112
218,213,221
219,173,173
220,17,64
221,47,210
222,249,36
223,181,182
224,130,122
225,54,130
226,146,107
227,127,175
228,128,254
229,194,164
230,23,255
231,111,208
232,77,2
233,119,56
234,154,30
235,96,43
236,207,52
237,159,65
238,207,20
239,218,120
240,236,153
241,93,145
242,118,3
243,159,127
244,61,82
245,215,6
246,138,234
247,23,199
248,158,84
249,5,47
250,71,119
251,56,139
252,173,93
253,144,226
254,143,211
255,246,148
256,196,74
257,76,102
258,51,198
259,96,211
260,41,87
261,119,78
262,237,197
263,14,251
264,39,32
265,48,210
266,74,208
267,186,90
268,146,230
269,90,239
270,118,112
271,97,148
272,191,40
273,67,6
274,47,21
275,145,111
276,61,188
277,101,246
278,33,140
279,25,70
280,234,76
281,204,250
282,228,146
283,187,11
284,139,163
285,151,160
286,120,124
287,7,224
288,54,58
289,102,69
290,134,63
291,7,139
292,190,58
293,136,119
294,229,173
295,7,238
296,41,143
297,34,90
298,240,53
299,82,194
300,161,191
301,138,40
302,239,83
303,99,107
304,180,223
305,147,64
306,114,190
307,171,203
308,189,112
309,178,21
310,207,108
311,217,71
312,48,231
313,60,143
314,30,212
315,34,16
316,45,98
317,108,244
318,231,42
319,241,234
320,29,80
321,65,162
322,108,214
323,33,92
324,94,227
325,146,37
326,3,54
327,164,27
328,252,193
329,113,67
330,124,14
331,50,181
332,41,149
333,113,84
334,162,10
335,250,42
336,225,72
337,126,18
338,134,171
339,101,185
340,82,70
341,76,121
342,169,83
343,198,232
344,15,75
345,223,98
346,49,228
347,249,230
348,148,69
349,188,53
350,105,134
351,78,181
352,68,20
353,204,82
354,121,144
355,89,10
356,245,118
357,42,108
358,139,224
359,140,137
360,99,205
361,73,159
362,8,124
363,108,228
364,64,211
365,189,80
366,34,35
367,200,218
368,29,82
369,40,156
370,176,17
371,5,143
372,117,46
373,28,97
374,204,44
375,129,172
376,232,154
377,72,196
378,98,185
379,222,54
380,178,8
381,47,17
382,241,181
383,16,30
384,33,52
385,219,167
386,220,231
387,60,150
388,171,37
389,143,225
390,3,76
391,219,143
392,162,17
393,144,125
394,92,131
395,232,65
396,141,30
397,182,118
398,88,70
399,226,157
400,177,122
401,14,232
402,142,125
403,107,147
404,187,97
405,43,62
406,151,228
407,69,222
408,244,72
409,108,138
410,204,70
411,28,91
412,232,60
413,107,219
414,13,87
415,217,12
416,3,250
417,241,37
418,159,63
419,151,142
420,28,255
421,98,213
422,164,153
423,67,44
424,169,0
425,49,19
426,185,156
427,182,178
428,208,201
429,32,129
430,188,153
431,178,235
432,72,137
433,75,175
434,218,194
435,116,209
436,188,242
437,163,93
438,140,108
439,198,188
440,243,89
441,89,130
442,91,149
443,65,49
444,252,74
445,249,76
446,207,149
447,76,127
448,41,135
449,80,66
450,65,61
451,171,38
452,168,143
453,10,121
454,206,136
455,221,167
456,79,21
457,229,1
458,24,78
459,118,169
460,8,196
461,192,180
462,33,249
463,126,58
464,73,201
465,53,33
466,247,107
467,113,152
468,243,103
469,120,171
470,171,168
471,216,27
472,208,194
473,62,213
474,112,188
475,175,194
476,29,158
477,216,71
478,177,174
479,162,116
480,108,160
481,122,92
482,74,225
483,242,43
484,72,220
485,134,6
486,14,135
487,86,57
488,53,72
489,18,47
490,73,44
491,104,35
492,161,148
493,83,52
494,226,79
495,76,12
496,173,143
497,130,202
498,101,87
499,13,24
500,201,3
501,218,53
502,66,246
503,204,15
504,103,96
505,184,229
506,45,249
507,83,84
508,78,34
509,167,105
510,197,107
511,189,92
512,82,32
513,228,34
514,57,108
515,224,248
516,146,69
517,96,72
518,241,242
519,248,49
520,196,104
521,152,157
522,239,246
523,126,231
524,86,254
525,137,185
526,235,37
527,118,21
528,184,92
529,250,212
530,251,85
531,160,128
532,135,72
533,223,214
534,231,98
535,196,111
536,200,39
537,7,225
538,51,13
539,3,82
540,236,17
541,97,144
542,62,161
543,142,110
544,217,114
545,62,251
546,80,40
547,207,158
548,120,231
549,35,226
550,32,34
551,142,231
552,51,162
553,104,147
554,213,18
555,214,118
556,232,181
557,102,204
558,44,53
559,232,246
560,216,13
561,88,107
562,181,90
563,141,180
564,119,44
565,177,28
566,67,159
567,173,133
568,131,166
569,162,213
570,19,126
571,110,1
572,95,152
573,54,245
574,183,63
575,136,75
576,248,174
577,207,196
578,46,154
579,82,142
580,21,1
581,197,69
582,234,65
583,232,218
584,5,100
585,231,79
586,112,229
587,164,203
588,235,176
589,56,172
590,30,185
591,113,51
592,154,101
593,210,42
594,198,192
595,146,197
596,173,36
597,252,144
598,60,12
599,81,209
600,91,41
601,49,92
602,112,58
603,147,95
604,185,225
605,106,150
606,182,154
607,9,81
608,105,154
609,98,173
610,10,49
611,49,244
612,1,47
613,41,11
614,197,70
615,118,144
616,219,85
617,49,209
618,66,29
619,91,235
620,55,69
621,255,142
622,10,55
623,30,123
624,67,157
625,138,72
626,88,34
627,150,149
628,157,68
629,238,6
630,253,84
631,96,28
632,127,246
633,129,221
634,239,63
635,7,2
636,11,243
637,144,131
638,24,198
639,245,108
640,173,1
641,248,188
642,85,245
643,7,114
644,233,110
645,152,46
646,212,164
647,69,83
648,135,106
649,19,198
650,142,7
651,243,68
652,119,87
653,196,122
654,219,10
655,95,91
656,118,10
657,191,1
658,159,71
659,10,162
660,232,66
661,172,33
662,28,41
663,149,246
664,46,152
665,246,81
666,213,158
667,157,100
668,48,85
669,39,176
670,144,33
671,17,100
672,177,133
673,141,220
674,22,186
675,230,213
676,139,89
677,73,172
678,218,170
679,224,148
680,233,231
681,167,190
682,108,16
683,60,81
684,13,190
685,43,141
686,38,235
687,67,147
688,90,136
689,49,241
690,91,25
691,132,250
692,215,80
693,245,30
694,226,238
695,74,94
696,139,117
697,236,145
698,185,2
699,11,234
700,183,141
701,231,251
702,53,161
703,14,39
704,32,181
705,245,216
706,54,169
707,74,235
708,92,63
709,84,82
710,249,110
711,215,248
712,203,140
713,167,90
714,169,199
715,236,126
716,248,153
717,24,10
718,12,120
719,214,101
720,70,164
721,42,250
722,215,225
723,14,195
724,131,94
725,114,68
726,2,249
727,248,221
728,3,109
729,227,128
730,29,129
731,192,129
732,34,73
733,161,216
734,186,18
735,20,82
736,43,114
737,90,124
738,209,136
739,119,16
740,236,1
741,76,32
742,94,234
743,97,21
744,166,232
745,22,145
746,250,25
747,114,114
748,21,156
749,221,169
750,24,122
751,122,45
752,22,111
753,54,3
754,132,69
755,66,3
756,35,173
757,197,245
758,91,111
759,154,29
760,55,90
761,147,39
762,44,219
763,67,186
764,234,155
765,126,43
766,11,29
767,32,179
768,120,220
769,114,12
770,138,32
771,40,58
772,71,79
773,120,172
774,14,243
775,112,186
776,226,191
777,2,26
778,215,90
779,215,50
780,209,112
781,79,236
782,5,241
783,177,177
784,180,144
785,47,133
786,99,109
787,49,194
788,254,194
789,232,22
790,73,0
791,22,227
792,62,95
793,130,208
794,228,242
795,157,234
796,110,100
797,81,70
798,99,64
799,165,121
800,219,119
801,17,195
802,252,139
803,83,54
804,91,239
805,153,99
806,144,150
807,166,105
808,38,188
809,198,133
810,172,92
811,203,56
812,102,197
813,227,246
814,25,34
815,50,88
816,186,139
817,125,200
818,152,234
819,220,109
820,52,12
821,117,116
822,140,99
823,147,209
824,31,63
825,169,43
826,63,202
827,83,170
828,160,30
829,137,216
830,20,33
831,93,115
832,185,208
833,162,77
834,156,223
835,34,61
836,108,118
837,19,153
838,135,119
839,127,224
840,209,25
841,186,56
842,107,64
843,183,85
844,209,64
845,230,141
846,178,166
847,16,198
848,177,10
849,187,202
850,254,221
851,170,175
852,82,53
853,98,217
854,250,97
855,14,237
856,67,17
857,193,113
858,29,131
859,24,31
860,198,134
861,43,251
862,47,205
863,195,222
864,206,201
865,3,0
866,143,72
867,5,236
868,205,196
869,142,141
870,177,152
871,242,171
872,78,98
873,214,59
874,94,238
875,87,88
876,135,44
877,52,115
878,206,10
879,249,103
880,63,189
881,74,10
882,197,78
883,29,207
884,172,197
885,132,138
886,120,247
887,135,50
888,20,16
889,250,66
890,46,45
891,50,176
892,108,40
893,114,199
894,63,123
895,31,126
896,80,158
897,127,173
898,58,164
899,41,178
900,74,13
901,70,24
902,205,122
903,134,44
904,120,37
905,56,45
906,67,176
907,198,59
908,79,224
909,35,159
910,68,232
911,112,8
912,87,66
913,203,148
914,116,21
915,52,250
916,86,30
917,57,67
918,163,161
919,235,64
920,68,100
921,188,20
922,117,94
923,103,57
924,186,166
925,61,227
926,217,50
927,9,162
928,224,215
929,131,195
930,200,167
931,6,17
932,180,220
933,30,227
934,238,207
935,82,14
936,48,12
937,89,224
938,248,147
939,62,92
940,147,113
941,90,226
942,82,39
943,147,134
944,116,159
945,74,134
946,81,112
947,155,124
948,95,149
949,110,220
950,188,189
951,101,74
952,190,140
953,199,27
954,48,148
955,64,147
956,93,138
957,246,201
958,133,28
959,87,116
960,135,48
961,224,82
962,109,142
963,23,237
964,209,157
965,203,217
966,173,7
967,0,187
968,211,33
969,102,44
970,20,86
971,98,211
972,203,40
973,151,105
974,231,153
975,118,69
976,227,11
977,155,186
978,232,29
979,77,108
980,2,97
981,140,22
982,60,109
983,245,190
984,141,0
985,38,159
986,99,110
987,99,102
988,8,30
989,35,122
990,46,61
991,164,33
992,180,249
993,119,139
994,53,177
995,255,129
996,102,210
997,51,134
998,96,153
999,211,208
1000,117,127
1001,224,49
1002,119,75
1003,41,62
1004,97,104
1005,174,131
1006,46,150
1007,26,3
1008,4,165
1009,233,115
1010,11,239
1011,112,76
1012,114,193
1013,199,34
1014,193,166
1015,39,160
1016,89,213
1017,199,187
1018,218,207
1019,175,109
1020,191,243
1021,124,57
1022,129,243
1023,65,251
1024,18,24
1025,248,200
1026,254,201
1027,212,250
1028,29,164
1029,149,249
1030,250,228
1031,178,36
1032,66,222
1033,83,104
1034,249,197
1035,20,57
1036,89,6
1037,172,215
1038,136,185
1039,160,179
1040,5,110
1041,42,216
1042,129,207
1043,29,37
1044,231,84
1045,220,105
1046,112,87
1047,33,54
1048,13,115
1049,64,203
1050,150,180
1051,62,102
1052,38,228
1053,5,229
1054,52,177
1055,116,192
1056,138,103
1057,175,87
1058,220,34
1059,148,151
1060,219,37
1061,231,26
1062,58,115
1063,183,49
1064,34,198
1065,13,65
1066,105,146
1067,156,21
1068,149,16
1069,114,250
1070,43,208
1071,138,53
1072,204,61
1073,90,98
1074,149,132
1075,221,241
1076,23,251
1077,8,35
1078,148,153
1079,109,26
1080,211,86
1081,144,46
1082,106,205
1083,119,205
1084,3,197
1085,161,236
1086,178,4
1087,208,246
1088,78,71
1089,228,141
1090,199,1
1091,196,181
1092,84,199
1093,254,235
1094,108,201
1095,24,196
1096,210,231
1097,4,139
1098,87,55
1099,102,49
1100,116,23
1101,88,252
1102,241,117
1103,33,91
1104,41,240
1105,241,149
1106,235,185
1107,106,61
1108,236,236
1109,76,57
1110,118,27
1111,248,134
1112,83,13
1113,46,75
1114,224,79
1115,85,206
1116,8,69
1117,225,113
1118,4,203
1119,199,139
1120,39,111
1121,108,25
1122,146,70
1123,77,15
1124,227,26
1125,234,0
1126,93,109
1127,75,233
1128,69,192
1129,255,22
1130,16,97
1131,169,148
1132,185,182
1133,42,45
1134,95,236
1135,54,38
1136,66,218
1137,155,240
1138,144,63
1139,163,23
1140,118,14
1141,239,90
1142,120,209
1143,88,230
1144,51,127
1145,74,212
1146,90,10
1147,246,124
1148,214,32
1149,17,182
1150,255,182
1151,130,177
1152,4,251
1153,137,149
1154,26,87
1155,150,75
1156,159,195
1157,151,60
1158,154,56
1159,106,31
1160,66,127
1161,252,149
1162,227,153
1163,219,193
1164,184,97
1165,79,46
1166,242,63
1167,13,69
