0,255,130,180,243
1,211,82,227,218
2,173,114,224,223
3,200,33,232,217
4,216,62,209,237
5,223,43,156,255
6,211,55,186,239
7,147,71,167,247
8,204,125,184,238
9,206,79,243,204
10,198,85,242,210
11,224,82,171,248
12,231,39,220,208
13,226,41,223,207
14,226,70,226,219
15,246,67,211,237
16,193,105,227,254
17,160,45,168,215
18,199,107,204,221
19,204,30,227,205
20,199,114,233,195
21,214,82,252,217
22,244,61,195,237
23,237,92,193,253
24,195,97,171,199
25,251,58,170,75
26,214,46,176,88
27,199,20,223,69
28,249,23,232,36
29,249,42,165,106
30,214,87,191,66
31,248,40,205,67
32,212,44,205,67
33,217,45,204,78
34,243,28,195,71
35,212,12,208,89
36,231,44,174,4
37,225,44,213,113
38,234,80,177,84
39,242,81,220,40
40,180,69,177,81
41,235,52,197,74
42,206,11,228,73
43,211,23,202,74
44,250,51,197,66
45,234,41,213,36
46,237,23,208,31
47,228,89,197,121
48,217,41,194,78
49,208,47,207,21
50,46,156,145,44
51,47,203,72,9
52,43,160,110,18
53,52,179,157,40
54,36,138,124,29
55,64,178,78,46
56,88,155,118,16
57,61,179,116,39
58,38,188,85,62
59,40,205,100,20
60,90,151,129,39
61,40,154,123,17
62,95,166,114,13
63,8,146,103,37
64,66,245,112,35
65,82,208,100,5
66,102,138,142,14
67,105,184,104,62
68,84,152,93,16
69,63,222,108,37
70,77,194,149,43
71,49,159,116,26
72,88,151,103,29
73,74,177,91,3
74,87,131,89,54
75,82,66,180,188
76,135,104,202,233
77,121,151,178,187
78,134,65,240,198
79,97,59,231,191
80,128,131,203,178
81,118,119,209,161
82,160,59,218,180
83,128,128,226,174
84,117,125,194,165
85,141,40,221,165
86,118,81,245,210
87,80,109,217,164
88,108,110,219,158
89,143,93,234,159
90,116,57,181,143
91,160,108,227,160
92,114,96,198,208
93,136,66,227,166
94,87,109,214,196
95,110,86,189,185
96,103,119,181,221
97,153,96,191,171
98,134,100,236,189
99,171,86,249,145
