0,151,168,157,245,58,148,143,144
1,21,201,188,108,112,134,67,160
2,25,51,139,240,8,73,245,188
3,23,111,89,55,216,160,243,154
4,194,225,1,9,7,87,125,206
5,88,213,56,170,43,29,215,22
6,47,66,238,39,129,150,74,117
7,245,219,95,124,186,19,58,133
8,65,128,143,175,160,26,79,200
9,36,253,166,85,38,243,127,251
10,36,231,50,18,196,110,113,205
11,3,141,221,88,181,67,44,172
12,59,137,97,176,246,174,170,24
13,149,95,5,191,223,208,8,72
14,193,177,88,23,2,8,167,68
15,255,213,13,187,243,203,252,255
16,101,227,144,219,224,26,230,37
17,161,120,188,12,96,94,19,149
18,147,224,86,218,204,92,123,36
19,199,114,76,22,177,245,204,243
20,119,44,242,36,191,128,206,141
21,108,36,242,123,17,194,28,177
22,45,197,105,227,148,84,114,85
23,234,216,212,2,206,35,83,42
24,68,65,234,212,177,11,156,241
25,53,113,132,165,215,9,148,250
26,144,125,226,234,32,87,78,179
27,191,32,8,16,169,137,31,141
28,47,103,151,209,28,74,175,240
29,252,120,22,131,177,22,247,87
30,116,63,27,165,211,92,61,221
31,18,11,163,152,7,243,25,184
32,152,14,223,225,222,125,122,39
33,254,59,24,0,245,195,106,114
34,148,64,193,78,93,102,115,58
35,85,66,77,220,48,210,247,0
36,250,152,51,203,182,107,171,89
37,226,133,94,252,133,246,141,242
38,205,201,21,108,30,106,254,72
39,95,245,211,67,124,96,15,242
40,186,112,163,98,158,31,221,102
41,3,163,173,249,77,162,159,0
42,254,104,87,142,11,72,2,53
43,192,176,32,218,174,35,69,132
44,26,47,251,47,40,34,158,53
45,26,1,117,111,47,36,249,68
46,56,97,112,135,115,122,10,222
47,10,37,133,65,234,191,72,225
48,88,21,47,167,49,235,168,223
49,107,103,149,53,21,210,65,179
