0,30,217,187,204
1,181,139,196,185
2,84,95,57,199
3,228,133,253,165
4,151,115,230,64
5,133,107,82,90
6,229,192,163,168
7,45,199,162,120
8,244,188,53,96
9,220,49,134,91
10,91,110,203,40
11,96,27,219,24
12,27,145,125,93
13,40,157,22,69
14,82,242,204,56
15,61,159,92,68
16,88,233,53,104
17,177,26,88,120
18,51,186,172,42
19,250,134,33,167
20,105,156,153,151
21,101,196,142,87
22,54,133,45,184
23,48,255,85,100
24,78,195,94,218
25,202,201,71,195
26,175,197,156,223
27,140,129,101,30
28,8,76,82,121
29,97,81,135,243
30,133,99,218,112
31,217,250,211,151
32,121,115,171,50
33,41,154,159,66
34,189,123,67,20
35,176,51,116,160
36,107,71,182,171
37,41,125,70,238
38,69,121,17,175
39,86,118,154,74
40,244,197,143,234
41,134,218,1,91
42,109,147,107,161
43,230,1,239,186
44,109,96,59,24
45,170,238,147,184
46,71,167,157,235
47,186,232,191,207
48,19,1,184,183
49,0,186,80,238
