0,244,232,181,47
1,246,250,177,13
2,252,207,189,40
3,245,203,201,32
4,216,187,186,91
5,230,237,187,44
6,246,237,222,44
7,209,224,184,32
8,216,247,212,78
9,234,219,247,33
10,202,212,243,36
11,205,198,194,66
12,224,250,196,101
13,224,192,221,57
14,194,246,213,61
15,219,225,174,36
16,210,219,186,19
17,218,225,224,79
18,213,205,202,40
19,178,200,204,56
20,220,217,222,35
21,239,225,194,67
22,208,229,197,88
23,244,192,208,121
24,231,222,197,94
25,246,230,209,92
26,252,199,204,77
27,222,195,213,71
28,228,189,182,92
29,233,218,201,20
30,254,242,190,45
31,200,210,248,52
32,232,137,204,63
33,219,244,185,93
34,203,221,199,36
35,205,243,186,95
36,222,252,235,22
37,208,243,203,69
38,193,202,226,65
39,237,217,205,24
40,185,218,211,91
41,194,239,225,36
42,223,216,204,65
43,168,235,216,21
44,215,231,174,39
45,227,239,232,61
46,245,210,218,98
47,189,254,208,34
48,224,194,156,56
49,214,212,217,51
50,206,250,181,71
51,201,251,222,25
52,218,232,184,71
53,219,225,184,78
54,212,248,239,54
55,238,245,235,45
56,255,220,217,79
57,212,238,213,24
58,247,250,208,50
59,217,238,173,30
60,207,218,167,54
61,224,234,198,57
62,255,215,171,77
63,189,220,157,90
64,245,224,216,96
65,205,235,203,25
66,204,207,199,28
67,239,180,194,40
68,184,234,202,82
69,200,230,193,54
70,207,245,215,58
71,186,220,203,35
72,233,194,215,83
73,212,228,214,50
74,196,199,172,54
75,248,218,212,39
76,194,247,198,98
77,173,218,220,63
78,245,242,185,52
79,220,240,150,43
80,213,180,246,68
81,202,238,213,29
82,214,227,202,14
83,225,181,165,20
84,222,213,163,45
85,239,253,214,44
86,215,255,170,67
87,216,231,213,40
88,246,247,193,45
89,234,243,214,28
90,237,195,183,30
91,183,213,185,49
92,201,251,222,46
93,194,230,250,83
94,209,246,161,51
95,232,247,223,48
96,211,189,188,89
97,239,244,215,66
98,193,242,232,55
99,208,231,239,76
100,194,197,225,110
101,214,243,190,73
102,235,235,227,49
103,251,230,219,90
104,204,237,188,62
105,246,231,227,58
106,244,191,206,24
107,192,221,195,101
108,192,216,212,33
109,234,239,220,51
110,231,196,226,68
111,244,245,189,60
112,218,237,220,8
113,171,197,206,27
114,237,221,236,91
115,187,247,227,57
116,219,217,210,44
117,219,203,225,28
118,175,212,188,62
119,242,193,163,22
120,191,210,238,64
121,201,255,203,27
122,254,205,173,65
123,251,225,208,108
124,235,253,205,95
125,243,202,158,108
126,242,192,189,51
127,214,230,176,37
128,226,190,164,73
129,201,190,194,64
130,235,255,167,51
131,218,218,240,67
132,253,252,187,91
133,250,248,192,14
134,237,254,200,55
135,171,224,210,86
136,218,235,225,39
137,193,210,203,54
138,224,242,214,72
139,208,210,207,48
140,241,229,234,62
141,185,151,204,85
142,251,227,203,86
143,192,182,234,7
144,248,250,146,79
145,232,229,150,63
146,194,210,177,66
147,180,237,201,83
148,222,212,179,56
149,203,233,216,58
150,254,254,197,89
151,235,214,224,83
152,241,253,158,82
153,221,196,169,77
154,219,202,179,53
155,177,226,201,95
156,235,234,223,84
157,211,245,206,12
158,245,240,245,37
159,212,224,215,73
160,228,217,209,17
161,204,251,217,45
162,221,216,190,48
163,255,252,202,77
164,223,225,218,23
165,244,236,210,63
166,236,247,157,82
167,234,219,215,25
168,233,247,247,41
169,227,219,226,93
170,202,239,202,77
171,205,208,184,57
172,188,253,178,95
173,252,223,214,83
174,222,250,207,98
175,207,231,192,75
176,200,207,208,105
177,225,243,230,44
178,210,228,210,56
179,246,231,204,66
180,228,218,238,76
181,199,236,212,22
182,226,205,203,60
183,209,202,211,42
184,215,238,217,47
185,217,177,215,53
186,250,211,200,35
