0,208,250,59,232
1,114,213,254,238
2,22,4,58,50
3,219,79,138,253
4,96,5,172,131
5,207,73,94,73
6,2,202,253,17
7,224,127,213,54
8,140,221,125,116
9,205,14,64,213
10,219,148,15,75
11,212,221,156,60
12,187,137,29,48
13,187,31,156,253
14,11,107,48,177
15,186,227,131,4
16,125,21,14,190
17,68,22,174,171
18,151,31,10,144
19,227,231,26,133
20,237,224,90,252
21,43,161,57,42
22,8,3,126,41
23,39,128,84,83
24,215,76,143,219
25,114,226,91,173
26,55,62,29,181
27,167,139,115,40
28,101,138,136,157
29,185,95,207,222
30,251,29,45,175
31,40,255,98,104
32,150,165,151,107
33,46,95,181,33
34,240,35,227,90
35,96,20,200,215
36,203,7,211,215
37,93,197,64,103
38,242,175,199,185
39,193,114,48,23
40,11,19,142,38
41,162,218,211,195
42,241,116,83,107
43,143,112,25,166
44,240,152,67,107
45,47,139,126,20
46,46,43,83,32
47,91,152,219,103
48,71,40,139,208
49,202,19,216,121
50,33,42,149,156
51,41,242,151,247
52,214,170,200,171
53,199,18,165,113
54,133,211,229,134
55,224,201,185,86
56,226,179,184,24
57,219,137,222,190
58,76,253,115,100
59,200,246,176,175
60,81,96,12,75
61,203,61,226,135
62,126,212,20,144
63,43,228,237,50
64,150,219,178,229
65,24,122,1,72
66,70,204,246,10
67,112,203,76,91
68,189,194,132,208
69,38,57,174,139
70,164,163,208,102
71,56,226,108,23
72,56,9,106,150
73,137,26,235,114
74,146,144,146,68
75,84,129,179,160
76,88,25,67,49
77,102,191,220,154
78,147,32,26,10
79,164,116,234,3
80,134,70,8,169
81,32,121,126,220
82,246,82,134,218
83,43,253,176,155
84,168,226,14,42
85,194,73,246,230
86,65,0,25,239
87,243,57,70,16
88,77,118,82,76
89,199,169,2,202
90,148,164,208,222
91,136,241,91,141
92,130,247,50,181
93,79,183,103,229
94,249,249,23,106
95,30,11,223,66
96,112,253,13,99
97,210,141,116,198
98,238,34,72,234
99,189,28,22,109
