0,243,67,53,143
1,229,50,28,48
2,13,192,138,190
3,132,189,76,65
4,175,221,234,65
5,248,34,114,25
6,41,126,29,188
7,29,202,166,183
8,207,185,189,185
9,176,61,173,236
10,236,84,109,167
11,8,113,254,39
12,116,172,159,205
13,4,115,232,104
14,101,230,36,2
15,210,172,30,36
16,186,3,201,38
17,179,192,211,240
18,3,83,72,131
19,48,117,158,224
20,119,48,97,157
21,116,106,186,177
22,88,70,34,5
23,179,93,135,248
24,3,178,58,93
25,145,194,219,196
26,252,56,216,194
27,113,213,99,95
28,119,68,155,116
29,113,241,45,22
30,170,29,30,194
31,195,248,152,62
32,73,152,7,219
33,139,178,0,3
34,20,215,181,122
35,57,186,243,223
36,70,47,121,3
37,185,14,23,248
38,25,23,187,247
39,71,198,202,32
40,58,6,142,128
41,251,113,35,143
42,67,165,242,31
43,116,121,30,242
44,209,56,134,94
45,7,188,199,241
46,191,39,115,229
47,251,183,147,212
48,128,198,31,42
49,72,32,130,118
50,58,214,149,113
51,27,147,60,109
52,135,42,181,216
53,44,222,45,202
54,85,206,222,156
55,163,3,127,157
56,76,91,38,242
57,205,79,236,19
58,149,220,84,67
59,93,29,158,170
60,172,108,91,204
61,103,187,185,226
62,3,248,136,80
63,110,135,162,111
64,6,253,140,158
65,48,238,240,229
66,227,207,36,127
67,219,41,168,162
68,12,9,143,203
69,101,143,124,157
70,51,6,220,54
71,172,72,238,164
72,171,221,196,175
73,187,156,142,164
74,227,44,19,254
75,123,143,253,99
76,150,66,129,181
77,128,172,3,55
78,228,108,139,109
79,89,179,224,77
80,66,32,255,161
81,26,187,220,11
82,146,128,237,157
83,80,183,76,90
84,89,34,50,59
85,173,175,111,168
86,11,123,14,106
87,2,2,13,159
88,0,39,16,210
89,27,222,50,219
90,121,102,49,38
91,22,195,63,0
92,104,140,36,71
93,164,63,77,233
94,109,196,178,117
95,124,89,11,240
96,143,140,131,141
97,220,6,76,154
98,189,118,213,124
99,192,187,255,81
100,36,81,113,211
101,184,228,167,71
102,143,163,173,166
103,234,22,54,218
104,249,106,87,198
105,239,42,237,135
106,127,136,78,144
107,162,31,220,172
108,107,197,207,162
109,232,110,213,31
