0,240,111
1,108,139
2,152,247
3,2,240
4,78,156
5,42,105
6,1,135
7,196,224
8,44,114
9,109,194
10,236,148
11,135,160
12,241,204
13,85,222
14,202,11
15,187,9
16,54,222
17,172,58
18,149,154
19,104,40
20,5,245
21,223,167
22,190,214
23,174,54
24,204,207
25,116,238
26,138,135
27,126,100
28,236,223
29,72,245
30,213,78
31,61,50
32,197,173
33,35,120
34,252,161
35,146,15
36,2,192
37,218,240
38,241,19
39,128,107
40,207,26
41,234,154
42,99,114
43,15,223
44,183,112
45,212,118
46,51,255
47,29,163
48,209,161
49,182,181
50,93,129
51,188,107
52,252,239
53,117,65
54,231,104
55,92,154
56,248,151
57,188,251
58,106,142
59,102,252
60,64,72
61,97,216
62,45,109
63,66,79
64,180,211
65,54,58
66,236,187
67,202,120
68,73,29
69,65,201
70,228,118
71,25,185
72,26,45
73,85,133
74,220,115
75,32,248
76,146,105
77,133,25
78,113,60
79,251,41
80,118,252
81,122,39
82,38,2
83,21,200
84,20,70
85,185,236
86,97,251
87,48,175
88,11,232
89,50,155
90,161,24
91,29,218
92,138,197
93,203,197
94,24,172
95,134,42
96,64,212
97,145,119
98,5,189
99,100,242
100,169,33
101,53,240
102,243,96
103,245,233
104,195,195
105,220,139
106,112,106
107,198,6
108,216,222
109,244,235
110,151,27
111,34,9
112,82,229
113,163,151
114,58,80
115,155,168
116,86,160
117,161,223
118,94,203
119,169,226
120,66,56
121,193,95
122,66,246
123,64,111
124,231,199
125,63,131
126,14,58
127,54,63
128,237,112
129,225,7
130,239,197
131,156,170
132,110,23
133,111,5
134,77,23
135,214,51
136,162,14
137,111,240
138,133,40
139,25,231
140,21,11
141,46,183
142,137,114
143,10,190
144,185,207
145,39,136
146,149,73
147,209,12
148,220,133
149,80,176
150,54,74
151,129,156
152,237,241
153,169,202
154,161,165
155,218,9
156,196,254
157,79,165
158,168,7
159,141,233
160,33,225
161,178,87
162,61,246
163,243,105
164,213,129
165,45,143
166,230,1
167,170,132
168,36,84
169,237,101
170,67,45
171,19,69
172,202,235
173,127,4
174,49,106
175,178,70
176,43,246
177,129,248
178,240,124
179,120,99
180,31,85
181,220,63
182,53,71
183,156,131
184,4,11
185,200,27
186,237,164
187,85,127
188,182,169
189,59,63
190,6,63
191,213,112
192,72,199
193,207,9
194,159,25
195,52,10
196,117,175
197,28,139
198,104,112
199,147,90
200,2,54
201,151,124
202,83,158
203,157,218
204,108,29
205,99,115
206,10,157
207,187,199
208,155,237
209,50,165
210,10,105
211,177,158
212,128,133
213,81,216
214,177,89
215,46,245
216,253,236
217,41,98
218,2,10
219,176,17
220,158,21
221,9,228
222,108,1
223,156,86
224,59,95
225,220,212
226,67,135
227,176,45
228,237,149
229,125,52
230,100,173
231,50,226
232,50,42
233,185,89
234,206,117
235,232,246
236,155,16
237,188,86
238,218,114
239,191,128
240,240,115
241,123,137
242,44,8
243,96,139
244,25,16
245,253,163
246,82,142
247,37,200
248,221,137
249,213,209
250,135,85
251,240,142
252,252,104
253,215,219
254,33,96
255,47,227
256,227,234
257,57,169
258,131,70
259,198,46
260,213,228
261,138,9
262,195,68
263,47,88
264,30,59
265,155,159
266,125,248
267,248,68
268,162,99
269,76,137
270,178,181
271,239,248
272,205,122
273,97,162
274,248,135
275,208,97
276,198,50
277,243,75
278,170,82
279,214,66
280,143,197
281,224,75
282,70,126
283,208,189
284,148,168
285,118,157
286,146,155
287,87,244
288,28,98
289,30,17
290,201,111
291,163,88
292,224,97
293,32,26
294,114,141
295,6,159
296,22,9
297,175,166
298,80,106
299,124,205
300,50,148
301,104,142
302,49,119
303,235,102
304,146,127
305,229,238
306,106,82
307,145,158
308,114,93
309,208,232
310,1,158
311,232,91
312,117,13
313,181,56
314,191,78
315,181,254
316,67,1
317,61,138
318,176,153
319,83,10
320,219,104
321,248,206
322,182,210
323,69,95
324,84,122
325,159,144
326,88,123
327,17,33
328,7,9
329,255,235
330,16,255
331,221,65
332,93,225
333,238,226
334,5,36
335,219,100
336,161,18
337,138,171
338,38,85
339,157,22
340,164,116
341,196,37
342,102,95
343,121,58
344,66,60
345,167,149
346,6,240
347,225,49
348,33,78
349,33,226
350,148,165
351,13,145
352,145,113
353,10,191
354,146,214
355,186,15
356,172,33
357,24,116
358,128,164
359,207,240
360,107,3
361,217,191
362,95,14
363,145,122
364,214,115
365,126,152
366,167,227
367,206,216
368,226,168
369,10,225
370,254,126
371,186,76
372,75,60
373,215,174
374,0,38
375,142,238
376,8,183
377,190,69
378,216,196
379,228,219
380,217,224
381,8,3
382,89,102
383,156,117
384,207,55
385,73,254
386,235,160
387,169,70
388,139,223
389,171,190
390,145,140
391,116,27
392,130,208
393,196,60
394,238,134
395,175,66
396,105,196
397,239,53
398,95,46
399,80,36
