0,201,200,206,116,231,163,23,245,164,110,66,83,79,14,239,8
1,201,176,220,135,221,170,29,207,209,96,35,5,52,33,226,7
2,215,208,238,69,202,154,48,164,190,83,90,45,43,16,219,20
3,230,174,248,154,227,154,59,240,197,77,117,32,67,3,230,1
4,224,154,225,92,190,164,70,251,170,77,111,0,62,13,206,24
5,222,176,249,144,174,186,45,240,228,105,70,21,15,39,200,13
6,223,119,225,172,214,118,34,242,172,103,82,46,89,27,228,58
7,245,202,236,155,230,214,21,218,230,83,42,16,41,23,244,26
8,248,189,231,114,216,173,15,228,188,90,78,63,66,15,233,32
9,221,193,237,134,194,151,65,220,180,80,54,87,87,5,220,7
10,214,191,252,117,218,187,30,208,196,110,85,51,45,10,204,8
11,178,199,253,113,244,201,15,235,206,71,93,19,69,5,241,17
12,212,200,247,69,211,172,25,196,196,22,78,42,46,12,176,10
13,228,130,215,127,170,167,43,220,231,46,33,23,58,16,208,18
14,223,224,239,130,179,188,86,223,208,114,109,64,93,7,215,44
15,194,199,250,95,244,132,0,229,230,56,67,23,36,3,229,0
16,210,210,211,136,200,173,36,249,200,94,137,27,41,17,215,11
17,218,194,199,94,239,162,2,231,208,60,81,17,63,13,194,19
18,234,187,248,150,211,150,11,252,191,66,68,55,8,16,225,19
19,181,223,227,108,222,166,4,246,228,65,40,24,27,13,252,25
20,244,231,214,116,210,146,5,240,227,81,57,45,80,5,176,9
21,203,173,233,101,244,150,41,247,237,22,67,26,77,54,239,39
22,246,173,255,146,218,170,33,233,222,45,74,14,68,1,206,69
23,185,226,226,53,243,164,4,229,236,32,54,76,69,8,151,1
24,240,238,232,61,172,195,55,227,243,83,30,13,68,24,216,19
25,76,77,4,157,155,230,210,135,6,129,33,150,18,156,0,232
26,59,67,7,157,139,196,250,191,32,51,26,79,0,173,18,238
27,28,102,14,123,129,201,188,151,7,78,2,114,22,194,57,219
28,54,55,5,147,118,242,206,150,40,97,65,82,10,128,35,182
29,6,69,14,140,97,161,227,142,31,86,17,106,44,180,6,182
30,29,92,7,148,118,187,206,168,7,111,43,56,12,198,20,177
31,13,50,22,213,119,217,236,206,17,131,35,126,47,126,53,198
32,21,69,2,129,106,208,205,138,13,102,28,87,21,166,1,201
33,29,54,9,101,130,231,231,202,17,74,9,85,21,119,48,185
34,46,106,28,169,106,185,214,156,33,102,10,143,17,247,39,183
35,18,67,15,189,112,165,235,168,45,73,10,108,39,118,24,210
36,58,59,30,185,129,220,208,146,1,99,7,111,44,188,27,170
37,17,46,1,143,82,195,184,160,4,129,23,129,63,198,26,208
38,38,110,11,166,93,204,240,173,3,94,6,112,49,163,30,191
39,45,68,47,156,153,155,214,186,31,102,15,103,44,176,5,232
40,25,48,1,139,95,198,218,156,25,71,10,68,73,199,37,221
41,42,61,2,165,94,165,192,169,10,88,3,101,11,181,59,217
42,2,32,16,149,63,202,174,174,27,51,48,144,28,184,48,208
43,26,103,26,163,112,181,221,97,28,79,23,87,58,245,6,211
44,51,55,36,144,76,215,230,107,11,102,54,71,10,184,48,198
45,70,100,25,206,66,201,219,159,28,61,4,101,33,189,67,225
46,24,90,26,151,176,214,235,127,0,105,15,109,12,195,69,171
47,31,29,5,207,127,208,213,146,37,46,13,136,34,172,20,201
48,35,48,45,168,110,205,183,136,66,104,21,132,30,184,42,200
49,45,23,10,153,183,175,171,154,52,95,4,131,4,211,0,162
50,64,161,220,152,251,12,119,195,238,16,103,46,7,137,143,114
51,50,134,240,195,248,21,121,180,209,15,85,60,37,87,124,142
52,61,150,175,208,254,15,109,209,203,6,71,86,44,76,158,74
53,60,80,214,187,222,13,152,224,253,75,119,9,70,121,168,137
