0,127,198,216,249,102,112,176,225
1,149,128,10,186,52,3,207,113
2,154,52,150,24,59,53,136,123
3,176,7,217,66,160,110,174,130
4,163,57,126,234,110,137,71,192
5,127,117,0,71,239,200,85,167
6,251,196,40,182,158,98,25,87
7,23,34,244,42,126,205,116,201
8,75,63,153,83,211,133,19,17
9,183,206,42,175,92,109,203,74
10,212,0,76,114,97,75,249,148
11,51,136,185,248,70,32,18,15
12,20,128,214,119,89,67,158,255
13,168,38,123,185,57,63,167,230
14,43,47,21,254,38,96,79,33
15,13,202,211,119,76,206,164,114
16,213,37,15,150,33,197,0,238
17,141,84,65,230,188,80,40,251
18,238,19,233,91,37,86,60,87
19,204,189,106,190,106,124,245,203
20,197,33,171,103,140,154,11,163
21,106,181,73,146,39,250,191,255
22,196,169,164,78,2,170,75,252
23,116,8,152,148,153,124,189,228
24,33,251,173,29,39,30,44,197
25,160,156,195,61,139,216,84,95
26,163,156,166,146,237,65,217,231
27,112,22,219,71,250,244,1,226
28,195,157,219,118,31,12,117,62
29,161,105,105,132,49,181,206,248
30,146,16,59,101,139,147,237,187
31,132,239,17,101,193,53,242,109
32,62,172,135,93,186,243,96,249
33,47,193,101,74,45,242,117,143
34,44,38,228,223,38,245,255,71
35,139,115,103,238,142,200,234,28
36,228,221,123,146,97,233,189,122
37,194,110,122,136,153,218,164,203
38,92,200,8,143,166,109,46,250
39,147,127,219,107,175,184,243,149
40,82,217,137,228,174,40,87,217
41,126,101,232,76,254,118,74,31
42,205,60,122,236,217,169,112,253
43,216,110,173,113,200,129,99,238
44,236,32,51,122,1,245,195,146
45,68,108,156,104,93,76,188,66
46,153,250,110,18,123,123,42,98
47,12,139,94,27,100,69,6,205
48,215,110,254,158,36,96,229,184
49,96,234,24,77,106,151,91,151
50,173,70,66,76,138,121,188,247
51,130,222,167,229,243,171,92,195
52,238,45,221,164,115,84,166,4
53,76,91,156,140,105,116,134,21
54,102,18,178,231,106,37,124,47
55,174,226,251,124,175,245,99,95
56,37,104,69,81,15,131,86,62
57,8,231,24,146,57,134,98,51
58,234,165,232,214,72,55,169,177
59,124,161,0,247,230,209,122,140
60,244,192,96,90,155,162,71,135
61,153,160,84,255,4,139,239,70
62,183,130,237,163,74,109,200,248
63,7,179,139,254,52,86,204,152
64,50,237,217,101,253,126,16,254
65,15,228,230,62,30,102,243,227
66,237,26,251,46,11,127,240,156
67,32,163,168,95,34,188,212,140
68,229,60,213,31,179,96,11,65
69,179,98,88,184,131,36,47,189
70,208,190,53,176,219,158,145,176
71,51,56,15,144,172,71,107,52
72,153,152,134,223,33,74,119,78
73,195,75,33,65,138,112,106,129
74,255,91,55,155,76,10,37,193
75,8,36,174,156,52,232,235,103
76,161,149,224,77,119,142,221,61
77,83,31,212,39,56,252,207,42
78,242,121,16,183,131,66,78,238
79,213,154,167,255,94,17,230,16
80,221,4,238,165,152,45,15,90
81,182,165,18,124,189,99,19,88
82,27,252,21,24,217,65,241,165
83,48,66,84,237,83,67,229,109
84,111,133,78,246,138,152,113,28
85,19,133,188,252,161,254,247,30
86,86,45,30,88,64,87,182,113
87,85,27,203,139,234,198,192,19
88,239,164,69,255,243,61,221,121
89,133,12,237,46,18,46,148,215
90,4,136,154,164,242,17,129,114
91,75,189,101,139,67,39,6,40
92,153,248,248,9,29,113,199,18
93,89,138,41,46,220,151,247,105
94,97,208,12,21,233,190,87,230
95,92,124,192,193,65,217,239,94
96,238,202,76,91,1,37,10,197
97,231,230,91,157,146,217,151,149
98,153,227,101,211,159,254,56,90
99,102,254,204,30,115,151,108,42
100,86,188,219,176,221,252,235,19
101,129,195,6,73,83,55,15,184
102,17,218,190,136,157,242,103,237
103,143,164,77,151,231,249,185,183
104,50,251,150,71,212,40,199,236
105,251,219,66,252,197,181,182,143
106,105,232,251,160,73,117,162,60
107,192,101,107,126,94,185,10,25
108,237,113,124,242,21,170,248,77
109,78,248,243,245,175,40,126,115
110,186,130,192,211,131,248,211,94
111,141,135,180,194,117,49,201,57
112,137,126,0,187,11,96,106,72
113,209,14,198,151,194,194,166,158
114,137,73,88,127,143,98,166,138
115,230,197,47,164,44,143,223,255
116,24,182,130,148,26,100,92,220
117,145,1,107,189,8,141,198,217
118,246,61,241,79,189,150,153,206
119,44,78,228,80,91,60,146,61
120,191,39,115,147,91,73,215,53
121,57,143,147,61,125,93,156,60
122,164,174,190,172,101,0,249,110
123,20,54,105,233,145,247,116,211
124,166,156,150,60,240,167,87,192
125,26,217,45,27,83,184,60,92
126,216,124,119,128,163,194,82,87
127,241,191,243,129,218,39,225,141
128,100,109,225,86,84,125,31,164
129,203,25,99,231,89,45,254,125
130,83,20,191,191,102,238,206,49
131,202,21,98,125,239,226,146,73
132,101,81,130,208,56,236,194,18
133,224,247,222,195,20,173,208,65
134,100,177,230,69,59,89,9,151
135,209,226,211,228,75,39,187,204
136,204,180,131,50,110,189,96,242
137,57,5,194,162,249,74,73,79
138,178,108,143,123,110,131,204,220
139,175,79,49,32,178,210,64,223
140,67,18,142,24,83,74,11,118
141,112,227,244,39,81,244,22,125
142,65,134,181,75,238,16,75,252
143,43,233,72,170,153,186,118,36
144,86,221,86,65,76,47,234,252
145,216,130,24,185,78,170,58,244
146,48,124,146,224,118,95,61,33
147,170,231,214,29,247,148,252,42
148,178,91,30,161,201,88,126,215
149,153,17,216,67,188,158,147,208
150,173,98,232,185,134,169,123,71
151,5,91,32,67,7,251,23,57
152,240,24,222,9,75,228,164,115
153,106,12,234,30,233,207,62,193
154,166,253,40,126,165,66,129,127
155,62,191,136,129,103,59,52,100
156,76,82,145,218,250,84,194,86
157,88,245,80,169,40,150,68,36
